query,Post ID,Post Content,nickname,link
污染; 2018-02-19; 1; 10,16,#点亮志愿者##公益之美# 宁乡党校扶贫走乡村.精准扶贫助贫寒.9.27飞鹰与杨赞代带着宁乡党校爱心人士的重托.行走在宁乡西部龙田镇乡间小道.为各位贫困老人送达双节深情问候.暖心捐赠.幕幕温情.爱心感动一张张慈详的面容.暖在心头@刘帅168@志愿者李仕铭@点亮志愿者@三湘名博沙龙@宁乡热点集@宁乡资讯 ​		...展开全文c,NA,//weibo.com/3538147441/G3PJMzQZT?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,17,"#中国赞#【孩子吃水果不能代替蔬菜】很多宝宝爱吃水果,但不爱吃蔬菜,但水果不能代替蔬菜.蔬菜比一般水果含矿物盐(如钙磷钾等)多;鲜菜含维生素C,胡萝卜素等维生素也要比水果多若干倍.蔬菜的膳食纤维也比水果多.多吃蔬菜还可防便秘,并有防癌作用.多吃新鲜绿色无污染的蔬菜,吃出健康好宝宝。 ​		",myblacklife_110,//weibo.com/1373450134/G3PJAqNIO?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,18,		变丑的两组直拍 太可怕了太可怕了太可怕了 简直精神污染 ​		,甜心小天云养日记,//weibo.com/6264262998/G3PJyCHRu?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,19,		还有 ufo是真的很有钱超有钱感觉就在说：老子就是有钱，有钱就是大晒，即使你们都说我光污染，这也是用钱堆出来的光污染！别的光污染做得到吗！！！ ​		,勅使河原,//weibo.com/5334698033/G3PJr1zsV?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,20,		家里的老爷子老太太必看新闻lianbo，最喜欢看山东卫视，看的如痴如醉，可以说每天都是重度精神污染了 ​		,mirai366,//weibo.com/2456801754/G3PJmxHum?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,21,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/Fooarc6gr?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,22,#点亮志愿者##绿色卫士#10.1官民欢庆国庆.歌颂美好祖国.湖南省环境监督处长@刘帅168 领队.绿色卫士志愿同仁保护母亲河.湘江捞刀河溯源行.一行荡舟湘江.一行奔波浏阳市社港镇攀登大围山石柱峰.浏览湖湘秀美山水.腑视锦绣潇湘大美风光.图中各位阳光志愿女孩.穿行山间小道1.8万步.志愿风采线.最美公益情怀 ​		...展开全文c,NA,//weibo.com/3538147441/G3PJmdU1q?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,23,		【美国花旗参】是一种补而不燥、男女老少皆宜的高级保健品。西洋参具有补气养血、滋阴补肾、健脾养胃、延缓衰老及养颜等功效。因为这里的花旗参实在没有污染的土地里种植而成，所以它的味道是很甘香的。用它来煮汤冲茶都是很好的选择 #Unpredictable# #Nothing to Lose# @TFBOYS-易烊千玺,甜甜火羊,//weibo.com/3623353053/G37g21waV?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,24,	  今天…一起过节吧…🤗 ​	,NA,//weibo.com/5601464211/G3PJia8Eo?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,25,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,Lee-LGZ,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,26,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/3807065626/G3PJexfXp?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,27,		【千万注意：七个坏习惯加快衰老】1、轻易发怒会令人产生皱纹。2、疲于奔命令面容憔悴。3、暴肥暴瘦令皮肤失去弹性松弛，甚至产生皱纹。4、吸烟令皮肤变黄变灰。5、大量饮酒或经常饮酒，会令皮肤发红肿胀。6、摄入污染食品令人早衰。7、防晒不足伤害皮肤。 ​		,孝M笑笑只为依红妆,//weibo.com/6165618446/G3PJef8cO?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,28,		我现在重污染区，昨天现场拍摄的视频，竟然招来个别小丑的谩骂，估计触动了个别人的利益？昨天重污染，今天依然是！@环保部发布@河北环保发布@河北发布。 网页链接,瓦良格号归来,//weibo.com/1401055392/G3PeKj6yq?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,29,	  看看这个污染图，你，在哪里？ ​	,NA,//weibo.com/3881150636/G3PJcbt7i?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,30,#辞旧迎新，潭阳春节送话费活动#诽谤别人，就像含血喷人，先污染了自己的嘴巴。		,那位先森_Nelson丶63,//weibo.com/3242760373/G2kyCh7W9?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,31,#辞旧迎新，潭阳春节送话费活动#转发本活动内容，就有机会赢取价值100元的手机话费充值卡！ 网页链接 ​	,NA,//weibo.com/3531427754/G3PJbzNDz?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,32,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FoNOTcIvn?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,33,#点亮志愿者##绿色卫士#节日浓情不只有真诚美好祝福.谨记安全意识文明礼让行车.飞鹰祝各界友人中秋快乐.阖家美满幸福@志愿者李仕铭 @刘帅168@长沙发布@三湘名博沙龙@点亮志愿者@随手公益-湖南@长沙热点集@宁乡热点集@何春银微想@湖南省志愿服务@共青团中央@大美宁乡@交警号手@长沙鸟会@美丽大湖南 ​		...展开全文c,NA,//weibo.com/3538147441/G3PJ4eslB?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,34,		油力士大小号蛋糕纸托烘焙纸杯蛋糕纸杯雪媚娘纸托马芬杯面包纸杯 正品油力士，质量好，大品牌。六种颜色，任你挑选，蛋糕纸托烘焙纸杯，厂家直销，规格齐全，放油、防水、不沾，耐高温无污染，食品级材质，无异味，安全方便。【全国包邮】 【在售价】11元 【券后价】9元包邮  已经销售：573 【领 ​			...展开全文c,乐当家商贸,//weibo.com/5324021736/G3PJ0DhFl?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,35,		走在乡间的小路上，人少没污染，舒服 |武汉·长轩... ​		,我要快乐o_1j5,//weibo.com/1221130425/G3PIXq5La?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,36,		.@青岛城事 @青岛公安110 @青岛环保 高新区珊瑚湾30#楼业主，你大正月的在家哈点酒多好，干嘛跑到自家的空置房烧荒，看吧！红外报警烧坏了，监控烧坏了，环境污染了，你说咋办吧？ 勤快人110... ​		,勤快人110,//weibo.com/5854009927/G3PIIk31t?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,37,		白开水也有保质期很多人喜欢在头天晚上晾好一杯开水，第二天一ZAR105早再喝。这种做法在温度不高时还可以；如气温超过30摄氏度，空气湿度又较高，细菌繁殖较快，隔夜凉开水就会失去生物活性，并且极易被污染而引起腹泻。当天烧的开水最好当天喝完。凉白开放置超过3天最好不再饮用。 ​		,漫山猴群我腚最红,//weibo.com/6434517561/G3PIGyKO8?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,38,#田柾国##田柾国值得宠爱# ‼️紧急举报‼️柾国的一个投票上了新闻米兔出了条安利微博，不知道是哪里戳中了dyq的点，dyq就无缘无故去营销号转发脏文字rs柾国，发帖诅咒柾国，柾国真的可怜大过年的要受这些无妄之灾。大家动动手多多举报，不要让黑子污染柾国的安利微博。主页拉黑： ​			...展开全文c,TreasureKook田柾国个人博,//weibo.com/2574118244/G3PIC8M3F?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,39,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FpCj8zT1G?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,40,#点亮志愿者##绿色卫士##河流守望者沩水站# 公益之美.关爱环境.爱护公共设施.共同致力创建美丽家园.宣传倡导环境文明环保意识.行动参与只为更美好明天.志愿服务.经年穿梭在志愿路上的身影.公益精神影响龙田父老.湖湘人民全国公众志愿同仁.践行环保多年.不求过程只求改善后的效果.环保真情故事.感染曾仇 ​		...展开全文c,NA,//weibo.com/3538147441/G3PIxqf68?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,41,		总感觉是鱼被污染了 没洗干净,恋爱你微笑,//weibo.com/5977436549/G3JSFBr89?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,42,	  霸气的蓝鹦鹉鱼刺身，看看日本厨师是怎么处理的。 爱吃的飞鱼... ​	,NA,//weibo.com/5227331889/G3PIs4U9E?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,43,		①不能带边伯贤大名以及有关的任何话题，不污染边伯贤相关搜索和广场增加粉丝净化任务。 ②不可以发带边伯贤名字的文字和头条文章 ③绝对不可以艾特边伯贤，打扰本人。 ④自觉维护偶像形象以及尊重法律法规，边伯贤相关文章内容要合法合俗，不在公众场合传播yhsq、伤风败俗等污染网络环境的读物。		,香甜樱桃汁,//weibo.com/5832408269/G3PvXkx83?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,44,	  判断xhw的方法是写这篇文的主旨是什么，正常文里出现的H描写是根据作者的情节安排水到渠成，xhw里的H是为了性而性。当然也有网文作者专门写这种题材的，但人家可没有拿现实生活中的明星偶像当作自己的主角进行无底线的意淫（比如人shou/乱lun）。 “大部分文里都有H凭什么自己写的文就叫xhw？”这个问 ​		...展开全文c,NA,//weibo.com/5609230082/G3PIme5tj?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,45,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,抱走鸡涌_,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,46,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5596984575/G3PIbxFT6?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,47,		【痘痘生长过程】痘痘的产生是由于人体雄性激素分泌过旺，刺激皮脂腺分泌大量的油脂，增加皮肤的粘合力，此时如受外界灰尘等污染附着物的侵袭，长时间清洁不当，堵塞毛孔，再受厌氧菌、痤疮丙酸杆菌和其它细菌交叉感染，最终形成痘痘。 ​		,凡旋VWNo56_gle蒙其,//weibo.com/5883966639/G3PI1ubis?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,48,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/Fqe9G7q0e?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,49,#点亮志愿者##绿色卫士#保护野生动物.没有捕猎就没有杀戮.10.13上午到宁乡龙田社区.见多人在围观.看此人在十字路边摆摊残忍剥皮宰杀数10只野生石蛙.网袋里装一只野生中华鳖.飞鹰阻止宰杀.现场向大家宣传野生动物保护法.拒绝捕食.促生物链和谐.请放生水生精灵.贩卖杀戮者强词说是养殖商品.和飞鹰发生争 ​		...展开全文c,NA,//weibo.com/3538147441/G3PI0AT7r?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,50,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FqeYlaJV2?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,51,#点亮志愿者##绿色卫士##河流守望者沩水站# 挥洒真情.影响身边大众.一带一路.在家乡从事文明劝导员已有几月.宣传环境保护.做文明守则公民！龙田社区狭窄的街道.父老乡亲为生计摆摊占道经营.车辆无序停放.至街道屡遭车流拥堵.我在进行劝导中遭人误解刀架脖子受伤.用一笑而过.精神影响.真情感动.护送老人 ​		...展开全文c,NA,//weibo.com/3538147441/G3PHMoyI8?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,52,		划重点，营养价值低、还有污染,soyisama,//weibo.com/6157151766/G3G7vxV5t?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,53,	  【每一片都是一只鲨鱼的尸体】原以为这些人是在屋顶铺瓦，但近看后，血淋淋的真相令人不寒而栗！ ​	,NA,//weibo.com/2840495410/G3PHI2r4q?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,54,		东营，02月19日，周一，空气质量指数：116，空气质量：轻度污染。 ​		,东营天气通,//weibo.com/5112650387/G3PHDhQRn?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,55,		回复 别污染了艺兴的微博		,调皮小懒虫2008,//weibo.com/2706896955/G3Hcaz8dh?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,56,#最好的舞台# 台上balance 台下balance 哥俩一起balance #黄渤导演作品# 黄渤导演电... ​	,NA,//weibo.com/3971901219/G3PHwt4A3?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,57,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FrgFInrmC?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,58,#点亮志愿者##绿色卫士# 关爱环境播种爱心善良.随手公益把垃圾带走入桶.共护美丽家园.大美宁乡龙田风光.蓝天白云视觉亮美@刘帅168@志愿者李仕铭@三湘名博沙龙@宁乡热点集@公众环境马军@湖南省环境保护厅@点亮志愿者@交警号手@农大MXD@共青湖南@共青团宁乡县委员会@河流守望者@蔚蓝地图@大美宁乡@我爱宁 ​		...展开全文c,NA,//weibo.com/3538147441/G3PHs3yQM?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,59,		一次不公正的审判，其恶果甚至超过十次犯罪。因为犯罪虽然无视法律 ——好比污染了水流，而不公正的审判则毁坏法律——好比污染了水源。 ​		,小甜甜媚狐情话,//weibo.com/6448918626/G3PHqihif?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,60,#中国赞##安亭新镇#从吴淞江、环城河到居住街坊形成三重围合与颖奕高尔夫球场、汽车博览公园隔江相望。城镇内78种乔灌木和草木类植被，每一种植物又是针对吸引鸟种而种植的，力求达到低污染的自然环境。次生的湖泊总面积达到20万平方米形成怡美自然、天人和谐的亲水型居住环境。 ​		,一个人的旅途S很孤单,//weibo.com/2660684471/G3PHkDfxc?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,61,		同是当代都市电视剧，《恋爱先生》剧情开展紧密贴合剧名。《谈判官》不妨就叫“谈爱官”，以童薇与妖怪形象的中美混血小子的谈爱直线交集另外一二条理还乱的感情线挥舞得一塌糊涂。妻子乱看驱闲，我“被动吸烟”地被噪声污染。 ​		,苏生王,//weibo.com/5275129910/G3PHk6Ekq?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,62,		//@Kjylucifer://@sango000://@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,流光浮灯,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,63,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/3262951522/G3PHiAwDo?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,64,		动漫中的精神污染，要瞎大家一起瞎(同步自@新浪看点)|动漫中的精... ​		,蓝瑟酱的动漫乱谈微微,//weibo.com/6449622719/G3PHih4dY?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,65,		2018年02月19日13时北京平均天气空气质量：天气多云，温度2°C，湿度50%，风向东北风，风力微风级。【中标】193，【美标】197。空气中度污染。儿童、老年人及心脏病、呼吸系统疾病患者应尽量减少外出，停留在室内，一般人群应适量减少户外运动。（分享自 @北京空气污染播报） 网页链接 ​		,火星跑步者,//weibo.com/1756595897/G3PHh7YrE?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,66,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FrAZcAkPK?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,67,#点亮志愿者##绿色卫士##四水守望者#风雨坚守5年.摩托骑行万里.为源于70年代的一汪强酸黄水还清流.那年2013@绿色潇湘 河流守望者兄弟@湘潭矛戈@湘潭环保迪迪因事路过安化县清塘镇梧桐村.发现河道一汪酸度2-3黄水汪流.转告飞鹰接力跟进监督.跨地区守望至今5年.行程上百次经历烈日寒霜年轮.往返50公里持 ​		...展开全文c,NA,//weibo.com/3538147441/G3PHet6AN?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,68,		淘宝优惠券 精选天然陈年艾草，天然无污染无添加，祛湿气，活血，脚臭等等，一泡搞定。 【原价】39.9元 【券后】14.9元 【下单】网页链接 #数码家电##全民优惠券##优品优惠券# ​		,悠悠很优秀,//weibo.com/6160515256/G3PHcnSpK?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,69,		【世界卫生组织9条防癌提示】①不吃熏腌制食物。②不吃过热过硬、过焦过咸的食物，不喝过烫的水。③不吃发霉粮食及制品。④不用洗衣粉擦洗餐具、茶具或食物。⑤吃饭不要过饱，控制肉类的摄入量。⑥不吃被农药污染的蔬果。⑦不酗酒。⑧不吸烟。⑨每天开窗1至2小时。 ​		,弟水交所显一omi,//weibo.com/6486242005/G3PHbuBbb?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,70,@佛教微博:众生内心污染和清净的程度不同，看到的现象也千差万别。如一杯水，地狱众生看到的是铁汁；饿鬼众生看到的是脓血；畜生众生看到的是住处；人类看到的是水；天人看到的是甘露；八地菩萨看到的是佛母玛玛格；佛陀看到的是圆满大法界。内心越污染，所见现象越恶劣；内心越清净，所见现象越庄严		,carsonshu,//weibo.com/2050149565/G3jJVqOCb?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,71,"	  【经典助印计划之首版《圆觉经》(注音)再版《六祖坛经》(注音)】《圆觉经》大乘经典,是佛为文殊,普贤等十二位菩萨宣说如来圆觉的妙理和观行方法,唐宋明以来天台宗贤首宗禅宗等盛行宣讲之经典;《六祖坛经》佛教唯一一本僧人著经书,佛教界学术界共同称之为经的禅宗著作.即日起助印,截止3月27日 ​	",NA,//weibo.com/2112709097/G3PHbcGD6?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,72,		二三里丨【烟花虽美但却严重影响了空气质量】除夕夜榆林空气污染快速抬升 网页链接 ​		,用户6460756841,//weibo.com/6460756841/G3PH8fdR2?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,73,		发布空气重污染预警……市政府日前召开专题会议……【北京重污染日或实行机动车单双号限行】北京正在制定《北京市空气重污染应急预案》，后来没多久发现老婆怀孕了：今后、医生给了他们避孕药、小两口高兴的回家了。并将加大最高预警级别的强制性减排和健康防护提醒措施；北京将采取单日和多日重污染综 ​			...展开全文c,颜觅蕾,//weibo.com/3976934173/G3PH5Czsb?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,74,#王俊凯18岁karryon#做戏要做全套你这是低估了我的智商还是高估你的智商我不知道是因为我的心受不得一丁点污染还是因为你是我亲人发生在我眼皮底下的事怎能装作什么都不知道更糟糕的是我只能把这个无关自己的秘密憋在心里最受折磨的是连我最亲近的人都不能说			...展开全文c,小丸子转圈圈_remember_,//weibo.com/5774551397/G3PH5jTUe?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,75,#我们在行动# 沂水县何法淞局长带值班中队对山东清沂山石化股份有限公司现场检查，各项污染治理设施运行正常，煅后焦新升级的除尘设施预计30天内投运。对山东鲁洲化工有限公司现场检查，各项污染治理设施运行正常。现场要求企业做好假期值班及环境安全工作。@临沂环境 ​		,山东沂水环境,//weibo.com/3803662613/G3PH0z2Qh?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,76,		//@我的G宝贝://@Kjylucifer://@sango000://@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,__To_Get_her,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,77,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5902520713/G3PGWoQSd?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,78,		//@中国刘杰://@森林屋子:还真不不如豆腐渣，豆腐渣放在地里可以变成肥料，这东西只会污染环境//@陶公春秋:比豆腐渣还是要坚固一些的嘛…… 鉴定完毕。		,伊吹五月yam,//weibo.com/1600463082/G3JsF7oRW?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,79,	  网友：水利工程修成豆腐渣工程，“水泥”用手一掰就开。。 中国刘杰的... ​	,NA,//weibo.com/2191394020/G3PGPAVDh?refer_flag=1001030103_
